episodio,recompensa
21200,1320.0
21400,1340.0
21600,860.0
21800,1060.0
22000,1120.0
22200,2140.0
22400,720.0
22600,1000.0
22800,2800.0
23000,640.0
23200,2560.0
23400,1320.0
23600,1420.0
23800,1210.0
24000,1550.0
24200,1040.0
24400,1050.0
24600,1160.0
24800,2530.0
25000,1570.0
25200,2790.0
25400,2720.0
25600,1320.0
25800,1570.0
26000,1500.0
