episodio,recompensa
26200,1180.0
26400,840.0
26600,2200.0
26800,3330.0
27000,2020.0
27200,860.0
27400,1210.0
24800,1980.0
25000,430.0
25200,2530.0
25400,910.0
25600,1340.0
25800,1330.0
